@RELATION subjective_occupancy_prediction
@ATTRIBUTE userId STRING
@ATTRIBUTE transportType {METRO,TRAIN}
@ATTRIBUTE timestamp NUMERIC
@ATTRIBUTE dayOfWeek {1,2,3,4,5,6,7}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE isWeekend {0,1}
@ATTRIBUTE isRushHour {0,1}
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC
@ATTRIBUTE bluetoothCount NUMERIC
@ATTRIBUTE bt_signal_1 NUMERIC
@ATTRIBUTE bt_signal_2 NUMERIC
@ATTRIBUTE bt_signal_3 NUMERIC
@ATTRIBUTE bt_signal_4 NUMERIC
@ATTRIBUTE bt_signal_5 NUMERIC
@ATTRIBUTE wifiCount NUMERIC
@ATTRIBUTE wf_signal_1 NUMERIC
@ATTRIBUTE wf_signal_2 NUMERIC
@ATTRIBUTE wf_signal_3 NUMERIC
@ATTRIBUTE wf_signal_4 NUMERIC
@ATTRIBUTE wf_signal_5 NUMERIC
@ATTRIBUTE latencyAvg NUMERIC
@ATTRIBUTE latencyStdDev NUMERIC
@ATTRIBUTE packetLoss NUMERIC
@ATTRIBUTE rsrp NUMERIC
@ATTRIBUTE rssnr NUMERIC
@ATTRIBUTE rsrq NUMERIC
@ATTRIBUTE subjectiveRating {1,2,3,4,5}

@DATA
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301286657,3,19,0,1,38.8265365,-9.086172,96,-34,-50,-52,-54,-54,0,-64,-69,-74,-79,-79,45.72,19.189726418060264,0.0,-78,17,-12,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301319255,3,19,0,1,38.8346438,-9.0833136,105,-35,-52,-54,-55,-56,0,-64,-69,-74,-79,-79,93.84,91.24552810960108,0.0,-111,-2,-11,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301351636,3,19,0,1,38.8395376,-9.0810241,102,-36,-51,-52,-55,-55,51,-64,-69,-74,-77,-77,43.459999999999994,22.360375667685016,0.0,-110,-2,-12,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301383976,3,19,0,1,38.8406276,-9.0805137,117,-36,-54,-54,-55,-55,0,-64,-69,-74,-77,-77,24.2,0.8173126696681028,0.0,-110,10,-9,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301417165,3,19,0,1,38.8408345,-9.0803781,101,-38,-53,-54,-55,-56,52,-64,-69,-74,-77,-77,397.86,403.9958791869046,0.0,-100,14,-8,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301448736,3,19,0,1,38.8475806,-9.0763531,106,-39,-50,-52,-55,-56,55,-64,-69,-74,-77,-77,42.22,27.479112067168405,0.0,-102,9,-10,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,TRAIN,1779301481171,3,19,0,1,38.8549552,-9.0706341,96,-38,-52,-53,-54,-56,0,-64,-69,-74,-77,-77,106.12,83.7097461470288,0.0,-89,3,-9,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300768853,3,19,0,1,38.768433,-9.0993938,97,127,127,-55,-55,-55,8,-44,-73,-73,-81,-82,75.88,58.00418605583566,0.0,-87,3,-12,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300811498,3,19,0,1,38.7750351,-9.0992145,50,-55,-57,-57,-59,-61,39,-38,-73,-73,-73,-77,291.77500000000003,325.1889633351661,0.2,-105,16,-8,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300842455,3,19,0,1,38.7777956,-9.0993967,72,-54,-57,-57,-60,-62,87,-51,-62,-66,-67,-72,49.839999999999996,43.06128655764943,0.0,-113,-2,-11,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300875108,3,19,0,1,38.7778534,-9.0995587,83,-51,-53,-54,-61,-61,115,-42,-62,-63,-63,-64,83.96000000000001,65.19418992517662,0.0,-113,-1,-11,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300907447,3,19,0,1,38.7818865,-9.1001901,72,-48,-53,-55,-56,-57,124,-44,-62,-63,-63,-64,30.880000000000003,9.385179806482133,0.0,-80,12,-9,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300940110,3,19,0,1,38.7892018,-9.1010847,76,-57,-57,-58,-59,-63,128,-53,-62,-63,-63,-64,27.860000000000003,8.854512973619723,0.0,-85,6,-10,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779300972652,3,19,0,1,38.7948114,-9.0999426,80,-57,-58,-58,-58,-58,138,-52,-62,-63,-63,-64,34.34,11.011012669141746,0.0,-104,-2,-13,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301005243,3,19,0,1,38.7950094,-9.0999034,87,-55,-56,-57,-57,-58,140,-62,-63,-63,-63,-64,37.96,22.70414940049506,0.0,-109,-7,-17,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301037899,3,19,0,1,38.7950096,-9.0999097,80,127,-50,-55,-56,-58,0,-62,-63,-63,-63,-64,61.14,42.74227883489602,0.0,-107,-3,-15,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301071202,3,19,0,1,38.797064,-9.0992168,83,-44,-58,-60,-60,-60,141,-62,-63,-63,-64,-65,22.639999999999997,1.9147845831842285,0.0,-82,3,-11,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301103092,3,19,0,1,38.8005078,-9.098004,70,-50,-55,-58,-59,-64,147,-62,-63,-63,-64,-65,51.58,34.96623514191941,0.0,-106,4,-12,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301135452,3,19,0,1,38.8053159,-9.0955628,84,-55,-57,-59,-59,-59,0,-62,-63,-63,-64,-65,21.98,2.172924296886571,0.0,-86,17,-7,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301167921,3,19,0,1,38.8068814,-9.0946578,80,-55,-57,-61,-66,-67,0,-62,-63,-63,-64,-65,24.880000000000003,8.00884511025154,0.0,-75,27,-5,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301200351,3,19,0,1,38.8071897,-9.0946964,79,-54,-57,-57,-58,-59,154,-62,-63,-63,-64,-65,21.139999999999997,4.095167884226482,0.0,-84,20,-6,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301232910,3,19,0,1,38.8113919,-9.0924114,74,-59,-59,-60,-60,-66,156,-62,-63,-63,-64,-65,20.42,0.5635601121442152,0.0,-91,7,-7,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301267127,3,19,0,1,38.8188413,-9.0888831,79,-53,-54,-56,-57,-58,0,-62,-63,-63,-64,-65,248.85,358.8425316207653,0.2,-99,2,-14,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301297934,3,19,0,1,38.8276397,-9.0857425,83,-48,-49,-55,-58,-58,161,-62,-63,-63,-64,-65,167.14,207.81585695032993,0.0,-96,-6,-11,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301330585,3,19,0,1,38.8373415,-9.0821658,68,-49,-52,-57,-58,-58,0,-62,-63,-63,-64,-65,108.7,84.30217079055558,0.0,-105,-6,-11,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301362936,3,19,0,1,38.8406481,-9.0806172,65,-54,-56,-57,-59,-62,0,-62,-63,-63,-64,-65,84.26,54.78056589704053,0.0,-97,8,-8,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301395502,3,19,0,1,38.8406751,-9.0805446,63,-58,-59,-62,-62,-64,0,-62,-63,-63,-64,-65,343.12,491.4121300904161,0.0,-102,1,-10,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301428430,3,19,0,1,38.8424701,-9.0794847,84,-50,-51,-54,-57,-58,162,-62,-63,-63,-64,-65,503.18,509.40998184173816,0.0,-100,7,-13,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301460526,3,19,0,1,38.8514192,-9.0739542,69,-50,-58,-58,-59,-59,164,-62,-63,-63,-64,-65,21.860000000000003,2.4936719912610803,0.0,-87,10,-11,3
f7a5a2a2-5748-4c1d-ae11-61c4dac8867e-v16-api36,TRAIN,1779301493077,3,19,0,1,38.8563253,-9.0685647,65,-54,-54,-55,-61,-61,0,-62,-63,-63,-64,-65,27.74,10.88753415608879,0.0,-97,6,-11,3
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,METRO,1779300279298,3,19,0,1,38.761567,-9.1101663,171,-44,-50,-51,-51,-52,1,-65,?,?,?,?,49.4,19.99469929756384,0.0,-100,25,-7,4
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,METRO,1779300316054,3,19,0,1,38.761567,-9.1101663,0,?,?,?,?,?,1,-67,?,?,?,?,93.92,60.96164039787644,0.0,-103,20,-6,4
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,METRO,1779300348574,3,19,0,1,38.761567,-9.1101663,156,-44,-48,-50,-50,-51,0,-67,?,?,?,?,24.42,2.371834732859775,0.0,-105,23,-5,4
c2bf9ee7-ddfa-44df-8f73-b11227bb6b05-v16-api36,METRO,1779300381080,3,19,0,1,38.761567,-9.1101663,141,-42,-45,-50,-54,-56,2,-67,-77,?,?,?,48.480000000000004,29.19543799979716,0.0,-105,21,-5,4
